MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow,AveHumidity,DifHumidity
12.7,25,0,7.2,11.2,ESE,48,ESE,9,1014.6,6,23.9,No,No,39,8
15.4,24.9,23.6,2,8.4,W,20,ENE,6,1016.5,4,22.5,Yes,No,62.5,13
11.6,35.7,0,10,13.2,NNW,43,W,15,1005.7,0,34.4,No,No,9.5,7
9.5,26.4,0.2,3,6.9,ESE,37,NNE,7,1014.9,1,23.9,No,No,69,30
15.6,25.9,0,10,13.3,W,37,E,22,1007.2,1,23.6,No,No,32.5,11
17.4,29.5,0,3.6,11.4,SW,31,SW,17,1005.5,1,29,No,Yes,68,34
12.2,28.3,0,3.4,10.8,NNW,44,NW,19,1005.4,5,27.6,No,Yes,52.5,35
15.1,27.8,4.8,3.8,8,ESE,37,SW,13,1013.8,3,24.8,Yes,No,61,8
8.2,24.8,0,3.4,10.2,ENE,39,E,17,1020.3,1,24.2,No,No,37.5,41
9.7,13.5,0.6,0.4,0,SE,33,ESE,17,1014.7,8,12.3,No,No,90.5,9
13.1,26.5,0,8,8.3,E,31,ESE,20,1013.3,5,25,No,No,56,6
4.8,18.8,0.8,2,9.3,WSW,22,W,2,1017,3,18.2,No,No,64.5,31
10.1,30,0,4.6,12.6,NNW,41,N,17,1009.6,2,29.3,No,No,52.5,55
22.1,27,31,4.4,4,N,41,NNW,13,1008.9,7,25.7,Yes,Yes,82.5,11
3.6,13.7,0.6,1.6,4.8,W,63,W,26,1007.1,6,12.5,No,Yes,63,10
11.2,26.9,0,8,13.6,SSW,41,WSW,19,1019.4,0,24.9,No,No,47.5,25
15.2,20.5,0.6,4.4,0.7,ESE,33,E,17,1022,8,18.3,No,Yes,68.5,13
27,43.3,0,17.8,10.9,ESE,43,SW,11,1007.8,6,41.6,No,No,5.5,3
27.6,34.6,0,7,8.3,WNW,37,WNW,22,1004,7,34.2,No,No,63,16
21.5,27.3,0.4,8.2,6.3,ESE,39,ESE,24,1013.6,5,26.1,No,No,77.5,21
1.7,13.7,0,1,7.2,N,30,NE,2,1020.6,7,12.9,No,No,70.5,31
12.4,20.2,1,3,3.6,WSW,52,W,17,1013.5,4,17.1,No,Yes,81,12
21.5,25.5,1.2,5.2,4.8,E,35,ESE,17,1015.8,7,24.5,Yes,No,91.5,7
1.5,17.5,0,2,8.8,SW,20,SW,11,1023.1,3,17.2,No,No,68,46
1.7,17.9,0,1.6,9.7,SSE,17,E,7,1019.8,1,17.1,No,No,57,26
23,37.4,0,17.4,12.8,NNE,43,ENE,15,1016.2,1,35.3,No,No,19.5,9
12.6,18.7,3.8,0.6,13.2,SE,46,SE,30,1019.9,7,18.1,Yes,No,77,12
22.2,29.6,0,4.4,7.1,SE,43,SE,31,1013.9,3,27.6,No,No,65,18
14.5,29.2,0,4.2,11.1,SE,28,E,9,1018.2,7,28.4,No,No,69.5,39
16.4,28,0,8.2,10.8,SSW,48,SW,28,1012.7,2,26.5,No,No,39.5,-3
19.4,35.2,0,13.4,13,E,41,ESE,13,1007,3,34.4,No,No,17,6
21.6,26.5,0,6,8.4,ENE,52,ENE,35,1012.3,6,24.8,No,No,73,6
17,26.7,0,7,9.3,SSE,35,S,19,1007.2,3,25.4,No,No,76,16
19.7,26.4,0,5,5.4,S,50,S,31,1015.8,7,25.5,No,Yes,69,-6
11.7,13.8,5.6,3.4,0,W,54,WSW,26,987.1,8,12.2,Yes,Yes,93.5,5
18.5,23.1,0,6.6,5.3,SE,41,ESE,22,1026.3,3,22,No,No,50.5,3
6.1,13.5,4.4,0.6,2.4,W,30,W,13,1023.4,5,12.7,Yes,No,74.5,11
9.5,23.7,0,5.6,10.6,SE,35,NE,19,1017.9,6,22.3,No,No,44,6
1,11.6,0,1.2,2,N,39,NNE,24,1018.8,8,10.9,No,No,64,30
16.9,30.2,0,3.8,7.9,S,41,ESE,19,1016.1,1,28.8,No,No,62.5,37
19.5,27.8,0.4,1.2,4.8,ENE,41,ESE,24,1014.9,7,25.1,No,No,61.5,-1
2.7,24.9,0,7.4,11.1,E,35,E,13,1021.3,0,24.5,No,No,20.5,17
12.4,19.7,6,2.2,0.1,SSE,31,ESE,15,1009.1,7,18.5,Yes,No,75.5,23
3.1,20.3,0,4,11.3,ENE,35,SE,15,1019.5,0,19.9,No,No,41.5,37
21.7,33.2,0,6.4,11.1,E,43,ENE,20,1010.5,2,32.2,No,No,50,34
6.5,21.5,0,3.8,7,NNE,33,SW,7,1020.8,3,20.6,No,No,55,22
7,21.7,0,4.4,12.1,ENE,37,NE,20,1028.9,0,20.4,No,No,48,40
15.3,17.6,10.4,2.8,0,SE,57,SE,37,1022.7,8,16,Yes,Yes,81,6
2.5,15.1,0,0.8,8.9,ESE,26,ESE,7,1022.8,5,14.5,No,No,76.5,35
19.7,29.9,0,10.8,7.3,WSW,35,WSW,15,1008.7,7,29.2,No,No,43,14
19.5,27.6,0.2,3.4,11.1,NE,30,NE,15,1010.9,4,26.7,No,No,63,0
21.5,27,20,4.4,0.2,SE,35,ESE,15,1011.1,7,26.4,Yes,No,61.5,7
21.3,30.9,0,6.4,11,NE,54,NNE,31,1008.3,3,30.3,No,No,60.5,19
15.9,25.6,0,5.4,2.8,ESE,30,SSE,19,1016.9,6,24,No,No,46.5,9
8.8,15.4,3.2,3.6,7.1,W,93,NW,13,1021.9,6,14.8,Yes,No,50,30
10.8,26,0,6.2,10.9,S,33,S,13,1016.2,0,23.3,No,No,52,36
7.9,17.4,4,1.8,7.3,WSW,22,WSW,9,1013.5,2,17.1,Yes,No,67.5,35
13,16.2,2.4,3.4,0,ESE,37,ESE,24,1015.1,8,13.6,Yes,No,90,8
11.7,17.4,0.6,2,0,NNW,41,N,15,1012.1,8,15.5,No,Yes,97,-2
13.1,27.1,0,4,7.8,NNE,39,N,7,1008.4,6,25.9,No,Yes,58,30
7.5,21.5,0,5,10.3,SW,19,ENE,13,1019.4,0,19.8,No,No,39.5,15
6.5,19.2,0,3,6.9,NNW,48,NNW,20,1018.5,4,18.5,No,Yes,66,30
9.4,24.4,0,3.8,7.4,N,31,NNE,22,1018.4,7,22,No,No,55.5,-1
26.3,31.6,0,6.4,4,E,43,E,24,1003.7,7,30,No,No,69,-4
10,21.4,0,4.4,8.4,NW,67,N,22,996.7,5,20.3,No,No,39,6
24.4,30.5,49.4,7.4,2.8,NE,52,NE,9,1005.8,7,26,Yes,Yes,88,2
13.9,28.4,0,5.6,10.1,NNE,28,ENE,15,1016.4,1,25.8,No,No,56.5,3
16.6,29.7,0,8.4,10.6,E,69,WSW,26,1011.5,1,28.7,No,No,41.5,15
13.2,29.7,33,9.2,12.5,WNW,48,WNW,26,1002.8,3,28.9,Yes,No,56.5,45
12.2,17.4,0,3.2,0.1,S,37,S,28,1024.5,7,15.6,No,No,64,-4
22.4,35.5,0,7.2,5.9,SW,28,SSE,11,1008,3,33.5,No,No,49.5,17
4.2,14.3,0.4,4,7.5,SSW,35,SW,20,1017.4,2,13.8,No,No,70,60
13.6,27.3,0,5.2,10.2,N,44,N,28,1022.2,5,26.9,No,No,45,38
6.8,14.6,1,1.6,7.3,W,54,WSW,20,1013.7,1,13.7,No,No,78.5,19
27.6,33.9,0,6.6,11.3,WNW,39,WNW,31,1006.2,5,32.4,No,No,69.5,7
9.2,27.7,0,7.6,10.6,NW,30,W,15,1020.1,7,26.9,No,No,35.5,29
18.8,34.1,0,6.2,11.4,ESE,54,E,33,1010.9,3,33.5,No,No,37.5,53
2.3,14.1,0,1.2,0,N,67,N,37,1016.3,8,12.3,No,No,81.5,5
19.1,27,0,6.2,10.5,NE,52,ENE,37,1014.8,1,25.9,No,No,55.5,9
2.8,20.7,0,4.4,10.6,E,33,WNW,7,1016,1,20.3,No,No,47.5,33
2.2,19.8,0,3.6,8.2,N,43,NNW,26,1019.2,3,18.9,No,No,69,46
10.5,15.8,0,2.4,1.5,W,35,W,20,1011.8,8,14.9,No,Yes,65,22
25.3,33.5,0,6.2,9.8,NE,30,WNW,13,1010.9,5,32.2,No,No,64.5,11
8.8,21.6,0,5.4,6.8,S,37,SSE,22,1024.1,5,20.9,No,No,60,24
10.4,23.9,0,5,12.7,SW,33,WSW,15,1015.3,2,21.8,No,No,55.5,27
8.1,16.5,8.4,2.8,4.8,S,31,SSW,15,1017.2,7,14.9,Yes,No,65.5,29
17.1,27.6,0,5.2,10.2,ENE,33,ENE,26,1017.2,1,25.1,No,No,63.5,3
16.2,26.2,17.8,7.8,5.5,NE,31,N,13,1009.2,7,25.9,Yes,Yes,55,16
22.1,29,0.4,5,2.4,NNE,44,ENE,28,1007.8,6,27,No,No,67.5,19
10.4,22.8,0,3,5.5,SE,15,E,6,1019.2,7,20.8,No,No,65,12
18.6,30.7,0,7.8,12,E,37,NW,11,1012.1,3,29.1,No,No,48,16
6,14.5,5.4,2.6,7.3,W,41,W,26,1020.8,3,14.5,Yes,Yes,67,22
20.5,32.5,3.6,4.2,3.2,E,44,N,22,1005.4,7,31.6,Yes,Yes,50.5,13
13.2,31.2,0,5.2,13,ENE,48,ENE,20,1017,1,30.5,No,No,49,38
10.7,25.1,0,9.6,10.4,NNW,57,NNW,37,1012.5,0,24.5,No,No,22,20
13.3,17.1,7.4,0.6,6.6,WSW,37,WSW,20,1016.7,4,15.8,Yes,No,68.5,43
23,34.3,0,14.2,10.1,N,74,N,39,1010.8,7,33.1,No,No,31,14
21,39.1,0,10.6,13.1,WSW,39,WSW,28,1008.4,1,36.4,No,No,45.5,19
17.6,30.5,0,4,8,NNW,31,NW,19,1016.3,7,28.8,No,No,34,6
13.7,20.4,20.4,4,4.3,NW,78,WNW,35,1004.6,7,18.9,Yes,Yes,75,12
16.2,23.5,0,6.6,8.7,ENE,46,E,24,1013.3,4,23.4,No,No,48.5,-5
21.7,34.8,0,9,11.4,E,48,NNW,26,1010.2,0,32.3,No,No,30,6
21,28.5,0.2,1.4,4.5,S,59,NNE,17,1007.9,7,23.9,No,Yes,83,-16
25.4,34.1,1.2,7.6,9.4,N,31,W,24,1003.5,7,33,Yes,No,68.5,17
7.8,11.5,3.2,2,0,SW,33,SW,17,1022.8,7,11,Yes,No,75.5,17
15.3,20.1,0.6,5.4,9.4,E,54,E,31,1022.6,6,18.2,No,No,71,2
3.2,21.1,0,3.2,6.6,ENE,31,NNE,13,1024.4,6,20.5,No,No,63,36
8.6,21.7,0,8.2,13.1,SW,39,SSW,20,1019.5,3,20,No,No,46.5,1
9.1,20.4,0,4.8,7.4,S,44,S,26,1023,5,19.4,No,No,62.5,25
18.5,30,0,4,10.4,SW,52,N,7,1004.3,3,29.1,No,No,64.5,19
24.1,26.9,10,7.2,0.2,ENE,43,NNW,6,1007.9,8,23.6,Yes,Yes,97,-2
20.7,27.3,36.6,5.8,5.2,SSW,24,SSE,17,1015.4,6,26.8,Yes,No,81,28
12.8,23.3,0,5.4,10.8,ENE,39,ENE,33,1017.1,2,22.4,No,No,55,16
23,30,0.6,8.2,5.8,ENE,39,ENE,28,1011.5,7,28.1,No,Yes,67,8
5.1,15,0.4,3.8,5.8,WNW,37,W,24,1018.3,7,14.7,No,No,58,32
19.7,28.4,0,6.6,7.3,SSE,33,SSE,15,1014.1,5,27.7,No,No,64.5,27
21.6,30.6,0,8,7.9,N,46,SSW,33,1015.7,6,24.2,No,Yes,62,-10
10.8,23.4,1.2,12.8,0.7,WSW,57,WSW,30,1018.2,6,22.4,Yes,No,46.5,39
21.5,27.5,1.4,6.8,5,ESE,50,E,31,1013.4,7,24.9,Yes,No,78,12
19.1,29,0,7.4,8.8,ESE,31,E,22,1014.3,1,27.4,No,No,58,12
14.5,23.4,0,5.8,8.1,WNW,37,W,15,1013.3,7,21,No,No,55.5,-1
6.3,16.3,1.8,1.4,8.4,SSE,37,SE,24,1027,3,15.4,Yes,No,64.5,31
23.7,32.1,0,7.6,7.9,NW,30,N,22,1011.2,3,30.5,No,No,70,18
16.1,20.3,5.2,4,0,NE,22,ENE,7,1015.7,8,18.9,Yes,Yes,93.5,1
14.5,20.7,1.4,7.6,5.7,S,48,SSE,30,1016.9,7,19,Yes,No,55.5,19
20.5,25.6,0.6,5.8,9.2,E,54,ESE,30,1017.6,5,23.7,No,Yes,72.5,5
23.2,34.2,7.6,5.6,4.7,ESE,43,N,22,1007.2,7,29.9,Yes,Yes,68,6
9,16.3,0,2.8,1.4,WSW,28,WSW,19,1028,7,15,No,No,64,20
10.1,15.7,0.2,0.8,0,E,26,ESE,13,1004.8,8,13.9,No,Yes,90,-2
19.2,35.1,0,14,10.9,E,44,SSE,15,1014.6,0,34,No,No,13,12
7.3,24.4,0,7.4,11.9,WSW,31,WNW,9,1011.5,1,22.8,No,No,40.5,37
8.6,14.1,1,3.4,2.8,WNW,76,NW,35,998.6,7,11,No,Yes,82,2
15.3,28.6,0,8.8,13.1,SSW,43,SSW,22,1016.8,1,24.5,No,No,42.5,1
16.9,33.2,0,9.2,13.6,S,24,SSW,7,1013,2,32.1,No,No,40,22
15.2,21.7,25,4.6,6.7,WSW,39,W,13,1010,5,21.4,Yes,Yes,74.5,31
19.4,25.5,10,3,1.5,WNW,65,SSW,20,1003.8,7,23.8,Yes,No,81.5,3
18.2,29.1,0,7,12.8,E,33,NE,15,1019.6,1,28.1,No,No,38.5,23
18.6,32.6,0,12.8,11.7,ENE,44,SW,28,1003.2,7,29.8,No,No,40,8
14.7,17.6,3.6,6.8,0,SSW,37,SSW,19,1017.8,8,15.9,Yes,Yes,94,0
13.8,19.4,4,2,11.2,S,33,SSW,17,1013.1,8,17.3,Yes,No,87,8
8.9,18.7,9.8,2.4,7.9,SSW,59,S,24,1015,6,17.8,Yes,No,59,30
24.7,31.6,0.4,3.2,5.7,ENE,33,W,7,1009.4,7,29.8,No,Yes,77,12
15.4,19.6,7.6,1.4,0,NE,24,NE,6,1024.1,8,19.2,Yes,Yes,79,12
14.3,27.6,3.6,5,12.8,NW,20,WSW,7,1008.2,2,26,Yes,No,58,40
6.9,14.3,0.4,1.8,3.6,W,48,W,30,1028.3,7,12.5,No,No,76.5,11
20,34.9,0,8.6,12.6,SSE,50,SSE,28,1005.7,4,34.3,No,No,33,28
20,24.1,4.6,3.4,0.2,SE,35,E,19,1018.8,7,23.7,Yes,No,64.5,11
9.9,24.4,0,5.8,10.8,NE,28,E,7,1019.2,4,22.7,No,No,49,22
10.3,20.2,0,4.2,8.8,WSW,26,SW,9,1015.2,1,19.4,No,No,64,36
17.2,28.3,2.2,3.6,10,SE,24,SW,4,1014.2,6,27.3,Yes,No,57.5,15
13.3,24.7,0.4,3.6,9.7,NNE,37,S,17,1010.3,1,24,No,No,61,40
6.6,20.7,0,4,10.8,E,35,SW,24,1023.7,1,18.7,No,No,43,18
8.3,12.9,0,1.2,0.1,NNW,35,NNW,15,1014,8,12,No,Yes,68.5,9
15.9,31.4,0,8,13.2,SW,37,SSW,20,1008.5,2,27.6,No,No,50.5,1
10.6,20.3,0,2.2,10.3,W,48,WSW,22,1007.9,2,19.2,No,No,38.5,21
9.8,20.5,5.6,5.4,11.1,W,39,WSW,26,1012.3,3,18.3,Yes,No,52.5,19
9.1,19.8,0,4,11.7,SW,33,SE,22,1028.2,1,19.4,No,No,43,6
12.5,23.8,0,4.6,4.4,ENE,35,ENE,13,1009.1,6,21.5,No,No,67.5,19
16.1,29.2,0.6,7.8,11.5,SE,30,SSW,11,1012.9,2,27.4,No,No,47,18
13.1,21.9,0,7.6,9.3,WSW,81,W,35,1012.8,5,20.3,No,No,63.5,9
7.8,14.2,1.2,1.8,1.9,WNW,33,NW,15,1006.1,7,12.2,Yes,No,80,30
25.1,30.8,0,3.2,1.8,NE,30,NE,24,1009.4,7,26.4,No,Yes,87,-8
3.6,16.6,0.2,2.8,9.3,NW,37,N,15,1016.6,5,15.4,No,No,54.5,13
5.2,15.6,1.8,4.2,8.7,W,48,S,17,1027.6,4,14.9,Yes,No,57,38
17.7,30.9,0,7.2,11.4,E,30,ESE,13,1021.5,1,30,No,No,35.5,29
8.9,25.3,0,14.8,13.7,WSW,48,SW,28,1012.9,0,23.2,No,No,23.5,27
18.6,29.7,6.6,3.8,5.2,SSW,33,SSW,9,1009.4,7,28.1,Yes,No,82,22
16.5,23.6,2,6,5.9,NE,57,NNE,35,1025.4,2,22.8,Yes,No,67,28
18,27,0,8.6,11.7,NE,52,NE,33,1016.4,0,26,No,No,52,28
12.3,18.8,0,6,1.3,WNW,41,WSW,17,1026.8,8,17.5,No,No,63.5,25
23.3,29.9,0,7,1.1,ENE,35,ENE,19,1009.5,7,29.1,No,No,66,6
-0.4,17.9,0,3.6,10.3,S,31,ESE,19,1022.2,1,17.6,No,No,53,44
3.8,14.7,0.2,1.2,2.9,NNW,54,NNW,28,999.5,7,14.1,No,Yes,87.5,23
12.9,29,0,8.4,13.2,S,44,S,24,1015.8,0,26.5,No,No,36,36
3.4,19,0.4,4.6,11.1,SSW,35,SSE,13,1028.5,3,18.2,No,No,39.5,9
18,27.1,0,8.6,11,SE,48,ESE,28,1016.2,1,25.4,No,No,50.5,7
14.9,25.2,0,5.6,12.7,NNE,50,NE,35,1018,1,24,No,No,57.5,-1
25.3,30.8,1.4,4.2,9.9,ESE,37,ENE,24,1012.1,3,30,Yes,No,75,8
9.4,20.7,8.2,5.2,6.1,WNW,52,W,28,1017.1,7,18.7,Yes,No,64.5,9
17.2,25.9,0,7.8,10.7,SE,52,ESE,33,1015.9,1,24.6,No,No,50.5,7
23.9,30.9,0,9,12.1,NE,33,ENE,24,1008.4,1,30,No,No,65,4
10.1,24.4,0,7,8.9,ESE,43,SE,19,1022.2,5,22.1,No,No,51.5,23
26.7,41.7,0,19.4,12.9,ENE,56,E,17,1008.8,1,39.5,No,No,14,8
13.8,21.5,0,4.4,1.3,SSW,17,NNW,2,1017.3,7,20.9,No,No,66,14
18.7,28.5,0,10.2,13.2,NNE,52,ENE,35,1016.5,1,27.6,No,No,49.5,15
3.9,27.3,0,5.2,10.9,SSE,28,S,13,1015.9,0,26.3,No,No,23,22
16.3,31.2,0,8,11.5,ESE,43,ESE,17,1012.5,0,30.3,No,No,33,16
15.4,24,0,2.6,8.4,S,52,SW,28,1020.6,5,23.3,No,No,65,36
4.8,10.6,0.4,1.8,8.2,SSW,52,SSE,20,1024,7,9.1,No,No,58,0
18.7,32.5,0,9.6,12.1,NNE,30,SE,6,1016.1,7,31.3,No,No,39.5,25
-2.1,16.7,0,2,9.8,W,20,W,15,1023.1,5,16.4,No,No,61.5,31
12.2,16.6,3,3,0,W,28,W,17,1016.7,7,15.9,Yes,Yes,70,0
16.1,33.4,0,10.2,12.3,NE,54,N,11,1007.6,7,32.1,No,No,37.5,31
14.7,22.7,0,10.2,11.7,SW,43,SW,22,1010.5,7,21.3,No,No,50.5,-1
12.8,20.2,0,3.6,7.1,SE,30,ESE,20,1020.7,2,19.4,No,No,72.5,11
20.8,28.1,0.8,3.6,3.2,E,28,ESE,11,1012.2,7,25.4,No,No,74,-2
-1,15.4,0,1.8,9,S,30,SSW,20,1026.1,1,15.2,No,No,54,38
24.8,33.5,0,7.4,7.7,E,50,E,31,1009.5,4,32.9,No,No,45.5,15
20.7,30.8,0,6.4,10.4,E,22,ENE,11,1013.1,3,28.9,No,No,62,6
15.8,19,0.6,3.8,2,ESE,52,ESE,28,1025.7,8,17.7,No,No,69,0
13.8,23.6,0,14,11.3,S,39,SSW,13,1015.4,1,23.4,No,No,14,4
25.5,32.3,0,7.2,4.2,E,39,NE,22,1007.6,7,31.3,No,Yes,66,20
11.9,20.2,3,4,4.3,SW,39,WSW,13,1021.4,5,17.4,Yes,No,64.5,-11
5.4,21.1,0,3,10.1,NNE,31,NE,9,1021.3,7,19.7,No,No,54,34
16.1,28.6,0,2.8,10.8,SW,24,WSW,11,1017.1,5,27.7,No,No,48.5,35
18.3,28.3,0,7.4,1.3,ESE,39,SSE,11,1006.8,7,26.1,No,No,44,2
7.1,24.1,0,5,10.8,NNE,41,NE,20,1022.1,1,23.3,No,No,61,22
9.1,15.4,0.4,1.8,1,N,76,N,33,1004.2,7,15.3,No,Yes,65,18
19.1,25.6,7.2,2.4,2.1,S,43,SSE,24,1017,6,23.6,Yes,No,70.5,23
17.8,29.4,0,8,10.8,ESE,37,E,24,1014.1,1,27.6,No,No,50,12
10,25,0,2.6,7.9,NNW,31,NW,17,1017.1,6,24.3,No,No,43.5,29
6.7,19.2,0,4,12.4,SE,33,SE,13,1022.2,3,17.8,No,No,46,16
5.5,13.6,1.2,2,7.6,SSE,52,S,19,1019.1,8,13.1,Yes,No,70.5,11
8.3,28.4,0,3.8,9,ENE,39,NNW,17,1009.8,7,26.7,No,No,43,42
23.7,38.9,1.6,9,9.6,W,52,W,37,1003.4,7,34.6,Yes,No,38.5,19
19.4,27.8,0,7.4,2.7,NNE,30,NE,17,1010,7,25.7,No,No,54.5,7
24.2,32.9,1.8,5.8,6.8,SE,46,NNW,19,1008.9,7,30.7,Yes,No,75,14
22.1,29.3,0,9.2,10.6,NE,35,NE,24,1015.2,1,27.2,No,No,52.5,-1
3.3,14,0,2.4,8.7,WSW,50,NNE,4,1023.8,6,13,No,No,61,8
15.7,38.7,0,10.4,12.3,NW,57,NNW,30,1009.7,6,37.7,No,Yes,40,-54
15.6,28.2,0,8,11,SE,43,SE,31,1016.7,1,27.5,No,No,43.5,23
8.6,13.7,15.8,1.8,0,W,74,SSW,24,1009.5,7,13.3,Yes,Yes,94,4
18.3,26.5,31.8,5.8,4.2,S,28,ESE,13,1019.8,6,24.2,Yes,No,81,18
3.9,16.4,0,0.8,7.8,NNW,35,NNW,17,1012.2,6,15.6,No,No,46.5,15
19.8,32,0,8,11,NNE,31,NNW,22,1012.2,5,29.4,No,No,26,-2
16.5,36.4,0,10.2,13.1,W,33,WSW,19,1008.1,3,34.9,No,No,31,40
18.6,34.3,0,13.2,9.9,SSE,37,S,17,1012.1,6,31.8,No,No,40.5,27
6,14.5,3,1,7.5,SSE,30,SSE,9,1016.5,3,14.2,Yes,No,71.5,35
6.9,17.1,0,5,8.7,SSW,46,SW,26,1021.9,3,16.4,No,No,64,30
27.3,31.5,0,7.2,0.7,ENE,30,ENE,22,1007.1,8,30.1,No,No,71.5,-3
14.4,18.5,0.2,4.2,0.3,NE,69,NNE,33,1015.4,8,17.8,No,Yes,76.5,-15
3.8,16.1,0,2,8.8,ESE,15,NE,2,1012.6,3,15.1,No,No,65.5,29
6.6,19.6,0,4,7.9,W,28,WSW,9,1019.4,7,18.7,No,No,43,10
6.8,21.8,1,4.8,9.5,WSW,35,WSW,20,1020.2,4,20.4,No,No,57,4
7,16.4,0,2.4,8.2,S,19,SW,11,1021.5,6,15.8,No,No,57.5,35
6.1,16.4,0,3,8.4,SSW,43,SSW,30,1024.3,6,15.7,No,No,61,32
18.2,22.6,0.2,6.4,0.7,ESE,30,E,15,1028.7,8,20.4,No,Yes,88,-6
22.7,30.4,0,6.4,9.8,NE,63,NE,33,1011.8,3,29.8,No,No,59,22
14.4,28.8,0,10.8,12.5,E,61,SSE,13,1013.9,7,28,No,No,25,22
7.9,16.6,6.4,2.2,4.1,NNE,48,N,20,1014,6,14.8,Yes,Yes,88.5,15
18.9,36.8,0,12,10.2,NW,41,NW,15,1012.9,7,35.4,No,No,17.5,15
9,11.7,0.6,1,4,SSW,46,S,22,1025.7,6,11.2,No,No,62,10
16.9,20.5,0,1.8,2,NW,39,NW,11,1015.4,7,19.3,No,No,81,12
8,18.2,0,2.8,2.3,SSW,30,W,4,1011.7,7,17.1,No,Yes,52.5,23
12.5,25.3,0,4,4.6,NNE,72,NW,33,1003.2,8,17,No,Yes,81,-24
23,27.6,2.6,6.2,0,ESE,39,E,22,1010.8,7,27.1,Yes,Yes,80,8
20.8,30.5,0,6.2,8.3,NE,43,NNE,30,1002.8,5,26.2,No,Yes,64,-8
20,24.7,0.6,3,1.8,NNW,46,WNW,6,1014.1,7,22.1,No,Yes,84.5,-9
10.6,22.1,0,2.6,10,N,43,N,26,1024.5,1,20.9,No,No,45.5,17
-0.3,16.5,0,1.2,7.9,S,28,S,6,1028.1,0,16.1,No,No,58.5,47
10.2,16.7,17.4,3.6,6.9,W,69,WSW,28,1008.1,5,15,Yes,No,82,36
23.3,29.4,2.2,7.6,0.2,SSE,26,S,9,1008.6,7,28.2,Yes,Yes,86.5,11
10.2,26,0,3.6,11,ENE,24,E,7,1017.1,2,25.2,No,No,59,40
7.8,14,8,0.6,7.2,SSW,46,SSW,17,1007,6,13.4,Yes,No,79.5,9
8.5,18.4,0.2,4.2,10.2,W,50,WSW,24,1011,5,17.9,No,No,52.5,23
16.3,28,0,7.6,10,ENE,43,ENE,9,1027.2,6,25.8,No,No,48.5,23
11.3,21.9,0.2,16.4,8.4,SSE,35,S,19,1016.1,7,21.1,No,No,59.5,37
12.7,26.2,0.6,2.8,6.3,N,48,N,28,1005.7,3,25.5,No,No,56,14
5.8,23.8,0,3.2,9.7,NNW,39,NNW,17,1019.5,4,22.8,No,No,49.5,29
7.3,15.9,0,1.8,9.6,WSW,46,SW,30,1014.8,2,15.2,No,No,52.5,35
12.9,22.6,2.2,4.2,11.9,SSW,39,SSW,20,1016.2,1,21.4,Yes,No,47.5,5
4.7,12.6,6.2,1.4,6.8,W,61,W,33,1012.4,6,11.5,Yes,Yes,72.5,17
10.1,25,0,4,11.1,E,31,ENE,9,1023.6,1,23.7,No,No,53.5,27
24.1,31.8,2.6,9.4,10.4,SE,50,SE,28,1007.1,5,29.6,Yes,Yes,72.5,7
13.9,26,0,7,13.2,SSW,43,SSW,22,1019.5,0,23.4,No,No,44.5,11
17.4,23.6,4.2,3.8,0.1,SE,50,ESE,30,1016.6,8,21.5,Yes,No,63,14
8.3,23.6,0,5.8,12.1,SE,44,SSE,15,1020.2,2,21.8,No,No,43.5,21
24,33,0,10,9.5,ESE,52,ESE,9,1007.5,7,31.8,No,No,47,4
22.2,31.7,0,6.2,10.6,NNE,24,NNE,13,1012.5,2,30.3,No,No,58.5,1
6.2,19.8,0,3.2,9.6,NNW,35,NNW,22,1016.7,3,18.9,No,No,48.5,29
16.4,20.8,0,6.2,3.2,WSW,28,WSW,6,1016,8,20,No,Yes,69,32
14.1,21.3,0,8.2,1.2,E,48,ESE,13,1017.2,7,20.4,No,No,51,8
18.1,28,0,5,12,ENE,26,NNE,7,1008.9,3,27,No,No,56.5,3
3.2,21.9,0,6.8,5.2,NW,80,NW,20,1006.5,8,21,No,Yes,50.5,1
15,18.4,0,4,3.6,ESE,44,SE,22,1020.6,7,17.1,No,No,84,-2
11.5,22.3,1.4,3.4,4.9,WSW,67,WSW,37,1009.1,7,21.4,Yes,No,64,34
6.1,11.4,23.2,1.2,3.6,W,35,WSW,15,1021.1,4,10.6,Yes,No,76,22
14.8,21.9,0.8,7,5.9,WSW,61,WSW,46,1012.5,7,19.6,No,No,49.5,9
9.9,16.8,0,4.8,2.6,SSW,39,S,24,1018.1,7,13.4,No,No,75,-22
11.2,16.6,2.6,4,8.5,W,72,WSW,37,1010,7,16.1,Yes,No,49.5,15
14.9,38.3,0,9,11.8,WSW,37,W,26,1011.3,1,36.4,No,No,21.5,19
6.2,19.3,0,3,7.8,ESE,17,SSE,2,1021.6,6,19.1,No,No,40,18
13,16.5,3.2,0.2,1.9,SSW,30,SSE,19,1025.9,7,15.2,Yes,No,82.5,27
10.9,22.9,7,5.2,9.9,SW,24,W,7,1018.9,1,22.4,Yes,No,56,42
19.3,25.2,0,5.4,11.2,ENE,50,ENE,31,1017,3,23.8,No,No,71,2
15.7,29.1,0.2,2.4,6.5,SW,44,E,30,1005.6,6,24,No,Yes,75,24
